x_m,y_m,w_tr_right_m,w_tr_left_m
89647.54272288401,43172.14546354834,3.921671649184963,3.008566376578555
89646.54172076649,43171.83408940132,4.092642104892717,3.313646165842165
89645.66805220151,43171.34313821926,3.999248088963407,3.643435820203075
89645.11304704558,43170.56453243524,3.986146716109729,3.667661244428898
89644.84136269851,43169.56835815047,4.098471425578824,3.5824622918927966
89644.69926170987,43168.52140512485,4.133663460570891,3.5202613808804815
89644.68611893398,43167.50474032939,4.160513820996428,3.5929811941784187
89644.88417199126,43166.552821611134,4.135576393617128,3.5261187456603422
89645.34078536867,43165.68755837832,4.167839025042829,3.352450704195799
89645.96851158122,43164.8850807047,4.329324113542415,3.2421786797005665
89646.64900494809,43164.111272974544,4.07662426513364,3.225379858040473
89647.33718369334,43163.3757725393,3.902075655934055,3.465422791006919
89648.11072411806,43162.76109150058,4.118840011443727,3.7589505520711692
89648.99657059678,43162.29113659175,3.638347845957176,4.005243924451786
89649.92232483334,43161.885370966666,3.3284930118327414,4.047984031775239
89650.83525585443,43161.473027879336,3.298822878628563,4.0216179033161294
89651.72270415464,43161.01016172303,3.509804018231107,4.171447553763941
89652.5860871997,43160.48741132159,3.5189448689574405,4.2854812911875095
89653.48566864144,43160.06840265655,3.1846688476110514,4.472968716800285
89654.46110909876,43159.85979927082,3.361103635850292,4.301297156681362
89655.464913567,43159.71988593295,3.7001958247209026,3.9875610802588404
89656.45243145621,43159.52145090972,3.6593354968796894,3.726234262188626
89657.43099688632,43159.30875363728,3.779753637275835,3.6320872334984107
89658.41978717738,43159.165118257486,3.7681634869738616,3.54730373309094
89659.43187616636,43159.17200471458,3.712301202321197,3.5943013338975582
89660.41474887982,43159.39084004696,3.660829753182587,3.588443007882299
89661.28749539131,43159.85835344184,3.708991342528867,3.5314367294399562
89662.06326052439,43160.50820941374,3.8504640983955727,3.4536576489644215
89662.78899340233,43161.23364117941,3.7840588708826424,3.4798737325696605
89663.3853902674,43162.028498562286,3.729713234500931,3.5665907496213984
89663.72865804716,43162.933298948825,3.656856721783411,3.5189306748038636
89663.84868985022,43163.92701738104,3.635345740848301,3.4453649761490697
89663.82787613096,43164.96748933579,3.471861890497628,3.4073506505398603
89663.74868875644,43166.01256937815,3.46981407225942,3.6250748255347154
89663.7044925402,43167.03045948403,3.6253951261144928,4.020126250441436
89663.81447752098,43168.01389348669,3.7080102370770525,4.193800915196407
89664.18241136901,43168.948510606366,3.7756086022598727,3.492036614592743
89664.79920995697,43169.75723853429,3.8067272632866884,3.2359328356930765
89665.60995513492,43170.35419785799,3.6740559408104807,3.087008336325503
89666.53018008955,43170.74541694851,3.4913218956598255,3.207619960643135
89667.49984531123,43170.98175311499,3.3668471793412946,3.5275507923086202
89668.5064738146,43171.124581167605,3.289201819136415,3.839275434671471
89669.53015300377,43171.19385668289,3.2553837355849344,3.9111875530847713
89670.5216733769,43171.09335000037,3.2402365808631055,3.8936265017218736
89671.43785570069,43170.73317770532,3.1784157453618187,4.023661750668528
89672.33697101241,43170.26432873545,3.1101400291405548,4.130910130013838
89673.2650077324,43169.85378759697,3.4210827541916937,3.552910687751529
89674.04223016463,43169.28160989135,3.6569552239313943,3.197550874327511
89674.6158250333,43168.46887839362,3.692801585718985,3.2554577419323154
89675.09759614946,43167.54759244504,3.697656374069944,3.3901576454787317
89675.60064676529,43166.65196091932,3.974615450573124,3.3519184712664436
89676.15386445861,43165.81774286203,3.98388424877751,3.507444546931453
89676.71480459771,43164.99730852206,3.9194980749655306,3.313071726512244
89677.24802809262,43164.15146306325,3.946153802004457,3.2673454600309797
89677.75439109236,43163.28440307296,3.904537683108733,3.25644659522919
89678.24441709091,43162.41066931506,3.8538225666011456,3.456352497393304
89678.73990491792,43161.540631900985,3.798326295385442,3.6971236127524483
89679.26483463061,43160.67943315957,3.7328605469752674,3.9236729536407062
89679.75447532123,43159.80299316652,3.5836659399403645,4.242142154141265
89680.08540282518,43158.86829977077,3.4288365048033786,3.9412087929948108
89680.2567970659,43157.87804257751,3.219084242289904,3.584091534878264
89680.37490505927,43156.87478433924,3.0878956965797957,3.2949718901245726
89680.4834073421,43155.87960956664,3.214350694898838,3.0207243124985927
89680.51253220161,43154.875101426296,3.4073579685852846,2.700880065772552
89680.40292224647,43153.870012558735,3.658824465348748,2.670693304734138
89680.12259578209,43152.91086354791,3.812008150996395,2.7933888947474035
89679.67467319091,43152.019516180575,3.927152519283861,2.8128386346899283
89679.14807876949,43151.14829176288,4.063815028301019,2.875425750818564
89678.58769828532,43150.288289480646,4.389911856044297,2.7650189679833543
89677.95834587762,43149.49977410161,4.738581503226772,2.7662279319070384
89677.2189920282,43148.848058123614,4.91954681119678,2.639198497535879
89676.35088358082,43148.36589942663,4.854180424450813,2.5326128916519526
89675.42880479523,43147.949360553706,4.6384424429865145,2.7441902320456344
89674.52910338178,43147.49624592572,4.457423554270107,2.8512933698190785
89673.62425424054,43147.07435795293,4.447312237836918,3.0830620176781545
89672.66706002691,43146.7847386378,4.383595327908996,3.2416617086434716
89671.66923017016,43146.638391119865,4.208570945389211,3.651291668869382
89670.66372103605,43146.61128948651,3.8921459428065464,3.870019568899558
89669.66339553506,43146.65654464858,3.579187357590503,3.8041099993617733
89668.66205909797,43146.70613788604,3.4030268847614407,3.640140739635033
89667.65737161435,43146.73253053676,3.48760923838675,3.6077043113109792
89666.65489073418,43146.77899998759,3.5490922511222416,3.530360808656599
89665.66094972116,43146.89577824298,3.613565371971453,3.361615067470062
89664.6797964969,43147.113088474165,3.6242649143937133,3.4577432630144243
89663.69744473413,43147.286138601165,3.7151305770287353,3.442100484845469
89662.70094532198,43147.25431235048,3.928795865129322,3.2602453504785016
89661.7042115443,43147.04849668321,4.1042190613294744,3.0827167366177397
89660.73228620685,43146.71673568415,3.9358977689165977,2.8780992426802596
89659.84576159774,43146.23816118416,3.83404647117876,2.748196399420109
89659.11354714802,43145.57243811642,4.035111243152773,2.5371969216479195
89658.48936897308,43144.780660133576,4.196826375131497,2.4449511177957364
89657.87548316429,43143.98013780292,4.0874172458606814,2.4271729491554455
89657.42026003408,43143.1002179285,4.018378596142439,2.482289741658627
89657.15877009406,43142.12657898095,3.8419585753962995,2.5956620459186848
89656.96311776046,43141.13822460836,3.588954483810584,2.461482944455591
89656.82095007785,43140.14805630249,3.4283014694692993,2.5601914353430315
89656.74812443535,43139.15247314674,3.246685307440755,2.4013580418389893
89656.73641140765,43138.15107615935,3.16909697333159,2.5330301342758625
89656.75024084303,43137.147100846,3.2276644036062274,2.397001357166526
89656.75593785892,43136.14371194514,3.07459726019178,2.584790766559117
89656.75072025521,43135.14162674631,3.1186342803012197,2.5108869755997114
89656.7483860596,43134.14024898317,2.9563253981326896,2.8142721364166605
89656.76236091553,43133.13897463805,2.9876403099673703,2.9000143790361443
89656.78981588276,43132.13734675285,2.897353922276793,3.0957276635808584
89656.8111540851,43131.13518239931,2.856402160277151,3.3789602318526963
89656.84335132343,43130.13414350626,2.935053242663323,3.435363148372306
89656.90120954483,43129.13454102664,3.0402285922580217,3.484197783917264
89656.91205317038,43128.12958334776,3.237235416241377,3.5240238605686267
89656.81594430086,43127.125723057965,3.4526787082764434,3.643944143802431
89656.58623014111,43126.14727279218,3.633742913068657,3.9049547581763275
89656.20139883991,43125.21955486689,3.7966383301546913,4.314903770675455
89655.66646132134,43124.3670563208,3.891525338972711,4.206165398045302
89655.00003330338,43123.6143817916,3.8840049175862363,3.9289826352368156
89654.22190971069,43122.990561509054,3.7110851160512013,3.818729106395304
89653.36115825525,43122.4834016246,3.4577937728174004,3.811497348480164
89652.45609820398,43122.03336692517,3.3174150249502117,3.8764143633319503
89651.54019010687,43121.59186651303,3.232864723469612,3.8902074929518196
89650.61281875698,43121.19515632038,3.3196885176138293,4.013555542156002
89649.65987488748,43120.913091773866,3.4009103025643213,4.341170699904404
89648.67133694088,43120.79630333711,3.411062536435837,4.176119416473033
89647.66470328278,43120.76648913053,3.508512245891755,3.916772052126466
89646.66382901267,43120.7134948377,3.819498679342767,3.680495116885574
89645.66473981047,43120.645808341455,4.0760139958913735,3.245874905132689
89644.65630637544,43120.61240786156,4.452895309875443,3.122057887486128
89643.6475485627,43120.6522371029,4.570641318986299,3.0110358670867416
89642.65674405805,43120.79961040606,4.776846907697468,2.7357740679533955
89641.7000464767,43121.08259347176,4.576078261047455,2.820666769749699
89640.76714988955,43121.45345164233,4.358710393036954,2.8577747010534007
89639.83183407021,43121.81925133008,4.314678059761235,3.1819255397784296
89638.89393870122,43122.1676721496,4.112307425101829,3.3464343373919445
89637.95745352897,43122.51833482519,4.145581688562473,3.404838250880443
89636.99207181788,43122.82300530641,4.2061357529521235,3.439921936517467
89636.09648998735,43123.23910307277,4.201548648816114,3.3750934724961104
89635.35726608295,43123.9115002292,4.131025131130682,3.4838928718534117
89634.62832826193,43124.62322896005,4.143454170829355,3.4759627879918518
89633.87252761413,43125.282475575135,4.149554298475503,3.3215752000381165
89633.2528261438,43126.04849378151,4.220558152717486,3.358984223989939
89632.77013211441,43126.93203800017,4.228811754933814,3.2343615745830703
89632.3163907602,43127.84035058203,4.02221491335546,3.446006057699214
89631.81914959311,43128.71127563074,4.118916103765183,3.3908178262126993
89631.30428355603,43129.56752332389,3.9450349160804743,3.373163427325601
89630.79481920447,43130.42908372679,3.9734262513401197,3.6482512279798365
89630.28991404275,43131.29501778956,3.9028672266753266,3.4956280178914767
89629.78722686823,43132.163072350006,3.7604048632221088,3.4711096866127904
89629.2843913364,43133.030997055415,3.881072658054196,3.7267646361552793
